[1] ADD,umhaEY4lil,91628.00 
[5374] QUOTE,jzi5Fg2GGS,PDS 
[5375] SET_BUY_TRIGGER,xFrzsBbeiS,SLI,143.49 
[5376] CANCEL_SELL,ojovZ9YLZM 
[5377] SELL,kul4JJSoHc,ZIM,102.53 
[5378] BUY,jzi5Fg2GGS,ZIM,169.27 
[5379] DISPLAY_SUMMARY,w69hSQMdyy 
[5380] ADD,ojovZ9YLZM,58492.45 
[5381] BUY,BqhMWgFe1n,LXU,455.39 
[5382] COMMIT_BUY,umhaEY4lil 
[5383] BUY,umhaEY4lil,TD,651.53 
[5384] BUY,sYJRWa0Mih,ALK,235.27 
[5385] COMMIT_BUY,BqhMWgFe1n 
[5386] DISPLAY_SUMMARY,CqOb5G0hB4 
[5387] ADD,BqhMWgFe1n,66135.21 
[5388] ADD,kul4JJSoHc,49422.32 
[5389] BUY,BqhMWgFe1n,AMD,314.87 
[5390] BUY,ojovZ9YLZM,BTO,435.40 
[5391] COMMIT_BUY,BqhMWgFe1n 
[5392] COMMIT_SELL,LwNQpkd8mr 
[5393] SET_BUY_AMOUNT,LwNQpkd8mr,BTO,229.45 
[5394] COMMIT_BUY,umhaEY4lil 
[5395] BUY,kul4JJSoHc,CLF,541.66 
[5396] COMMIT_BUY,BqhMWgFe1n 
[5397] DISPLAY_SUMMARY,w69hSQMdyy 
[5398] COMMIT_SELL,BqhMWgFe1n 
[5399] COMMIT_BUY,sYJRWa0Mih 
[5400] ADD,sYJRWa0Mih,50985.16 
[5401] SET_BUY_TRIGGER,LwNQpkd8mr,LAC,203.38 
[5402] BUY,sYJRWa0Mih,AAT,19.91 
[5403] DISPLAY_SUMMARY,BqhMWgFe1n 
[5404] DISPLAY_SUMMARY,umhaEY4lil 
[5405] COMMIT_BUY,jzi5Fg2GGS 
[5406] CANCEL_SELL,sYJRWa0Mih 
[5407] DISPLAY_SUMMARY,sYJRWa0Mih 
[5408] CANCEL_SET_BUY,umhaEY4lil,DVN 
[5409] QUOTE,xFrzsBbeiS,UAN 
[5410] QUOTE,BqhMWgFe1n,ENB 
[5411] BUY,w69hSQMdyy,AAT,680.99 
[5412] CANCEL_SET_SELL,xFrzsBbeiS,CPG 
[5413] COMMIT_BUY,kul4JJSoHc 
[5414] CANCEL_SELL,w69hSQMdyy 
[5415] BUY,BqhMWgFe1n,AAL,359.11 
[5416] COMMIT_BUY,sYJRWa0Mih 
[5417] DISPLAY_SUMMARY,ojovZ9YLZM 
[5418] DISPLAY_SUMMARY,sYJRWa0Mih 
[5419] COMMIT_BUY,BqhMWgFe1n 
[5420] CANCEL_SET_BUY,xFrzsBbeiS,AMD 
[5421] SELL,jzi5Fg2GGS,PDS,485.73 
[5422] BUY,kul4JJSoHc,RY,376.97 
[5423] DISPLAY_SUMMARY,CqOb5G0hB4 
[5424] COMMIT_BUY,BqhMWgFe1n 
[5425] SELL,w69hSQMdyy,DIS,197.38 
[5426] SELL,ojovZ9YLZM,PDS,161.86 
[5427] CANCEL_SELL,BqhMWgFe1n 
[5428] CANCEL_SET_BUY,kul4JJSoHc,INO 
[5429] ADD,CqOb5G0hB4,56575.78 
[5430] SELL,sYJRWa0Mih,AR,221.24 
[5431] SET_BUY_AMOUNT,umhaEY4lil,NRT,380.54 
[5432] SET_SELL_AMOUNT,jzi5Fg2GGS,CPG,574.46 
[5433] BUY,w69hSQMdyy,CNR,230.96 
[5434] SET_SELL_TRIGGER,jzi5Fg2GGS,CPG,274.54 
[5435] SELL,LwNQpkd8mr,DVN,208.13 
[5436] SET_BUY_AMOUNT,kul4JJSoHc,HCC,571.70 
[5437] ADD,sYJRWa0Mih,78836.33 
[5438] SET_BUY_TRIGGER,umhaEY4lil,IPI,167.51 
[5439] BUY,sYJRWa0Mih,AAL,56.16 
[5440] CANCEL_SET_SELL,sYJRWa0Mih,BNS 
[5441] CANCEL_SET_SELL,sYJRWa0Mih,UAN 
[5442] CANCEL_SET_BUY,xFrzsBbeiS,BTU 
[5443] CANCEL_SET_BUY,jzi5Fg2GGS,SLI 
[5444] CANCEL_SET_BUY,kul4JJSoHc,BRD 
[5445] CANCEL_SET_BUY,kul4JJSoHc,BMO 
[5446] ADD,jzi5Fg2GGS,97639.44 
[5447] COMMIT_SELL,w69hSQMdyy 
[5448] CANCEL_BUY,BqhMWgFe1n 
[5449] QUOTE,CqOb5G0hB4,AAL 
[5450] CANCEL_SET_BUY,w69hSQMdyy,OXY 
[5451] QUOTE,jzi5Fg2GGS,CLF 
[5452] ADD,umhaEY4lil,90219.51 
[5453] SET_SELL_TRIGGER,jzi5Fg2GGS,RRC,82.36 
[5454] CANCEL_SET_BUY,sYJRWa0Mih,AMR 
[5455] SET_SELL_TRIGGER,jzi5Fg2GGS,AR,68.19 
[5456] CANCEL_SELL,jzi5Fg2GGS 
[5457] COMMIT_BUY,BqhMWgFe1n 
[5458] BUY,umhaEY4lil,RY,255.22 
[5459] CANCEL_BUY,w69hSQMdyy 
[5460] COMMIT_SELL,ojovZ9YLZM 
[5461] BUY,jzi5Fg2GGS,AC,248.42 
[5462] CANCEL_SELL,kul4JJSoHc 
[5463] CANCEL_SELL,ojovZ9YLZM 
[5464] COMMIT_SELL,BqhMWgFe1n 
[5465] COMMIT_BUY,kul4JJSoHc 
[5466] SET_SELL_AMOUNT,BqhMWgFe1n,OXY,257.00 
[5467] SET_SELL_TRIGGER,BqhMWgFe1n,OXY,28.44 
[5468] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5469] COMMIT_SELL,jzi5Fg2GGS 
[5470] ADD,BqhMWgFe1n,62631.21 
[5471] BUY,xFrzsBbeiS,AC,195.17 
[5472] CANCEL_BUY,xFrzsBbeiS 
[5473] QUOTE,BqhMWgFe1n,BRD 
[5474] BUY,BqhMWgFe1n,PDS,560.69 
[5475] DISPLAY_SUMMARY,xFrzsBbeiS 
[5476] BUY,w69hSQMdyy,AME,225.40 
[5477] CANCEL_BUY,BqhMWgFe1n 
[5478] QUOTE,LwNQpkd8mr,DIS 
[5479] SET_BUY_TRIGGER,jzi5Fg2GGS,MVO,93.74 
[5480] COMMIT_BUY,w69hSQMdyy 
[5481] SET_BUY_AMOUNT,sYJRWa0Mih,OXY,599.93 
[5482] QUOTE,BqhMWgFe1n,AMD 
[5483] COMMIT_BUY,umhaEY4lil 
[5484] CANCEL_SET_BUY,umhaEY4lil,NRT 
[5485] SET_BUY_TRIGGER,sYJRWa0Mih,CNR,545.54 
[5486] COMMIT_SELL,LwNQpkd8mr 
[5487] CANCEL_SET_BUY,BqhMWgFe1n,ZIM 
[5488] DISPLAY_SUMMARY,BqhMWgFe1n 
[5489] COMMIT_SELL,sYJRWa0Mih 
[5490] SET_SELL_TRIGGER,CqOb5G0hB4,BMO,171.21 
[5491] CANCEL_SELL,jzi5Fg2GGS 
[5492] COMMIT_BUY,ojovZ9YLZM 
[5493] DISPLAY_SUMMARY,sYJRWa0Mih 
[5494] CANCEL_SET_BUY,jzi5Fg2GGS,MVO 
[5495] SELL,BqhMWgFe1n,AMD,12.06 
[5496] CANCEL_SET_BUY,w69hSQMdyy,BMO 
[5497] SET_SELL_AMOUNT,ojovZ9YLZM,BTU,60.83 
[5498] DISPLAY_SUMMARY,LwNQpkd8mr 
[5499] CANCEL_SET_SELL,ojovZ9YLZM,BTU 
[5500] COMMIT_SELL,BqhMWgFe1n 
[5501] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5502] SELL,LwNQpkd8mr,AAL,748.55 
[5503] CANCEL_BUY,sYJRWa0Mih 
[5504] ADD,umhaEY4lil,37336.48 
[5505] QUOTE,sYJRWa0Mih,AAL 
[5506] BUY,ojovZ9YLZM,LAC,447.75 
[5507] DISPLAY_SUMMARY,CqOb5G0hB4 
[5508] CANCEL_SET_BUY,xFrzsBbeiS,TD 
[5509] SET_SELL_TRIGGER,LwNQpkd8mr,AR,62.50 
[5510] CANCEL_BUY,BqhMWgFe1n 
[5511] BUY,ojovZ9YLZM,HPK,70.43 
[5512] CANCEL_BUY,LwNQpkd8mr 
[5513] BUY,sYJRWa0Mih,VET,212.72 
[5514] QUOTE,kul4JJSoHc,HCC 
[5515] DISPLAY_SUMMARY,kul4JJSoHc 
[5516] QUOTE,umhaEY4lil,VET 
[5517] BUY,xFrzsBbeiS,LXU,276.16 
[5518] COMMIT_BUY,xFrzsBbeiS 
[5519] QUOTE,umhaEY4lil,TRP 
[5520] COMMIT_BUY,CqOb5G0hB4 
[5521] DISPLAY_SUMMARY,kul4JJSoHc 
[5522] QUOTE,xFrzsBbeiS,CPG 
[5523] SET_SELL_AMOUNT,kul4JJSoHc,AMR,544.12 
[5524] SET_BUY_AMOUNT,sYJRWa0Mih,XOM,502.70 
[5525] QUOTE,BqhMWgFe1n,AME 
[5526] ADD,CqOb5G0hB4,73554.99 
[5527] BUY,jzi5Fg2GGS,AMD,381.69 
[5528] SELL,sYJRWa0Mih,AMD,660.35 
[5529] COMMIT_BUY,ojovZ9YLZM 
[5530] QUOTE,CqOb5G0hB4,DIS 
[5531] COMMIT_SELL,sYJRWa0Mih 
[5532] COMMIT_BUY,jzi5Fg2GGS 
[5533] SET_SELL_TRIGGER,kul4JJSoHc,AMR,93.25 
[5534] ADD,w69hSQMdyy,58968.83 
[5535] CANCEL_SELL,BqhMWgFe1n 
[5536] BUY,BqhMWgFe1n,AAL,244.52 
[5537] CANCEL_BUY,sYJRWa0Mih 
[5538] BUY,sYJRWa0Mih,AC,620.80 
[5539] BUY,CqOb5G0hB4,AC,218.31 
[5540] QUOTE,LwNQpkd8mr,HCC 
[5541] ADD,kul4JJSoHc,43308.71 
[5542] CANCEL_SET_BUY,ojovZ9YLZM,SU 
[5543] DISPLAY_SUMMARY,LwNQpkd8mr 
[5544] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5545] SET_BUY_AMOUNT,umhaEY4lil,ZIM,719.18 
[5546] BUY,w69hSQMdyy,DVN,428.95 
[5547] CANCEL_SET_SELL,xFrzsBbeiS,AAT 
[5548] BUY,kul4JJSoHc,IPI,28.58 
[5549] DISPLAY_SUMMARY,xFrzsBbeiS 
[5550] COMMIT_BUY,BqhMWgFe1n 
[5551] SET_BUY_TRIGGER,sYJRWa0Mih,CPG,130.26 
[5552] QUOTE,BqhMWgFe1n,BTU 
[5553] SET_BUY_TRIGGER,jzi5Fg2GGS,BRD,35.32 
[5554] BUY,w69hSQMdyy,PFE,605.61 
[5555] ADD,LwNQpkd8mr,76720.45 
[5556] COMMIT_BUY,kul4JJSoHc 
[5557] BUY,sYJRWa0Mih,OXY,72.80 
[5558] COMMIT_BUY,sYJRWa0Mih 
[5559] QUOTE,LwNQpkd8mr,AC 
[5560] CANCEL_SELL,LwNQpkd8mr 
[5561] COMMIT_BUY,LwNQpkd8mr 
[5562] SET_BUY_TRIGGER,CqOb5G0hB4,VET,166.88 
[5563] SELL,w69hSQMdyy,SLI,665.75 
[5564] QUOTE,kul4JJSoHc,XOM 
[5565] CANCEL_SET_SELL,CqOb5G0hB4,CLF 
[5566] BUY,sYJRWa0Mih,BTO,2.09 
[5567] SET_BUY_TRIGGER,umhaEY4lil,DIS,565.38 
[5568] COMMIT_BUY,CqOb5G0hB4 
[5569] ADD,w69hSQMdyy,78718.21 
[5570] SELL,ojovZ9YLZM,PFE,236.81 
[5571] DISPLAY_SUMMARY,CqOb5G0hB4 
[5572] BUY,xFrzsBbeiS,AR,587.25 
[5573] SELL,umhaEY4lil,RRC,562.68 
[5574] COMMIT_SELL,LwNQpkd8mr 
[5575] QUOTE,w69hSQMdyy,HPK 
[5576] COMMIT_BUY,sYJRWa0Mih 
[5577] BUY,CqOb5G0hB4,VET,586.08 
[5578] BUY,jzi5Fg2GGS,PDS,623.92 
[5579] COMMIT_BUY,xFrzsBbeiS 
[5580] BUY,kul4JJSoHc,ALK,416.78 
[5581] COMMIT_SELL,umhaEY4lil 
[5582] DISPLAY_SUMMARY,umhaEY4lil 
[5583] CANCEL_SELL,ojovZ9YLZM 
[5584] COMMIT_SELL,sYJRWa0Mih 
[5585] SET_SELL_AMOUNT,sYJRWa0Mih,BTO,653.72 
[5586] SET_BUY_TRIGGER,w69hSQMdyy,DVN,43.53 
[5587] BUY,ojovZ9YLZM,AR,160.42 
[5588] COMMIT_BUY,kul4JJSoHc 
[5589] DISPLAY_SUMMARY,w69hSQMdyy 
[5590] COMMIT_BUY,CqOb5G0hB4 
[5591] QUOTE,CqOb5G0hB4,ABB 
[5592] COMMIT_BUY,jzi5Fg2GGS 
[5593] BUY,umhaEY4lil,CLF,120.82 
[5594] SET_SELL_TRIGGER,sYJRWa0Mih,BTO,614.90 
[5595] COMMIT_SELL,kul4JJSoHc 
[5596] BUY,CqOb5G0hB4,QQQ,373.35 
[5597] CANCEL_SET_SELL,xFrzsBbeiS,ENB 
[5598] SET_BUY_TRIGGER,LwNQpkd8mr,FPH,70.63 
[5599] SELL,jzi5Fg2GGS,AC,407.67 
[5600] QUOTE,jzi5Fg2GGS,ZIM 
[5601] QUOTE,kul4JJSoHc,SLI 
[5602] BUY,LwNQpkd8mr,RY,410.00 
[5603] SELL,kul4JJSoHc,XOM,230.07 
[5604] ADD,CqOb5G0hB4,82849.11 
[5605] SET_SELL_AMOUNT,umhaEY4lil,CLF,462.49 
[5606] CANCEL_SET_BUY,ojovZ9YLZM,AMR 
[5607] ADD,sYJRWa0Mih,66006.05 
[5608] COMMIT_SELL,ojovZ9YLZM 
[5609] SET_SELL_AMOUNT,BqhMWgFe1n,OXY,423.28 
[5610] COMMIT_SELL,sYJRWa0Mih 
[5611] BUY,jzi5Fg2GGS,ALK,22.75 
[5612] SET_SELL_TRIGGER,umhaEY4lil,CLF,164.52 
[5613] COMMIT_SELL,umhaEY4lil 
[5614] SET_SELL_TRIGGER,BqhMWgFe1n,OXY,37.83 
[5615] SET_BUY_TRIGGER,BqhMWgFe1n,AAL,4.61 
[5616] CANCEL_BUY,jzi5Fg2GGS 
[5617] CANCEL_BUY,kul4JJSoHc 
[5618] CANCEL_BUY,jzi5Fg2GGS 
[5619] CANCEL_BUY,jzi5Fg2GGS 
[5620] SET_BUY_TRIGGER,umhaEY4lil,VET,88.13 
[5621] ADD,ojovZ9YLZM,63737.95 
[5622] QUOTE,CqOb5G0hB4,BRD 
[5623] COMMIT_BUY,ojovZ9YLZM 
[5624] COMMIT_BUY,BqhMWgFe1n 
[5625] CANCEL_SELL,umhaEY4lil 
[5626] SET_BUY_AMOUNT,umhaEY4lil,INO,118.16 
[5627] SELL,kul4JJSoHc,AAL,0.45 
[5628] DISPLAY_SUMMARY,ojovZ9YLZM 
[5629] BUY,xFrzsBbeiS,BMO,451.82 
[5630] SET_BUY_TRIGGER,umhaEY4lil,PDS,51.15 
[5631] QUOTE,w69hSQMdyy,SLI 
[5632] CANCEL_BUY,ojovZ9YLZM 
[5633] CANCEL_BUY,CqOb5G0hB4 
[5634] QUOTE,umhaEY4lil,CPG 
[5635] CANCEL_BUY,umhaEY4lil 
[5636] CANCEL_BUY,kul4JJSoHc 
[5637] SET_SELL_TRIGGER,kul4JJSoHc,PDS,122.37 
[5638] CANCEL_SET_BUY,jzi5Fg2GGS,PFE 
[5639] COMMIT_SELL,ojovZ9YLZM 
[5640] QUOTE,w69hSQMdyy,PFE 
[5641] DISPLAY_SUMMARY,CqOb5G0hB4 
[5642] SELL,xFrzsBbeiS,BTO,546.43 
[5643] SELL,ojovZ9YLZM,AC,162.12 
[5644] BUY,kul4JJSoHc,RY,662.65 
[5645] COMMIT_SELL,xFrzsBbeiS 
[5646] BUY,CqOb5G0hB4,NRT,280.77 
[5647] SET_BUY_AMOUNT,CqOb5G0hB4,AC,295.43 
[5648] BUY,w69hSQMdyy,BTO,301.11 
[5649] BUY,CqOb5G0hB4,ZIM,273.84 
[5650] SELL,sYJRWa0Mih,AC,3.78 
[5651] ADD,jzi5Fg2GGS,66912.91 
[5652] BUY,jzi5Fg2GGS,ABB,95.13 
[5653] COMMIT_BUY,CqOb5G0hB4 
[5654] COMMIT_SELL,ojovZ9YLZM 
[5655] SET_SELL_AMOUNT,umhaEY4lil,NIO,237.01 
[5656] QUOTE,LwNQpkd8mr,TD 
[5657] CANCEL_SET_SELL,umhaEY4lil,NIO 
[5658] CANCEL_SELL,sYJRWa0Mih 
[5659] COMMIT_BUY,xFrzsBbeiS 
[5660] SET_SELL_AMOUNT,CqOb5G0hB4,NIO,557.95 
[5661] ADD,LwNQpkd8mr,67385.16 
[5662] CANCEL_SELL,ojovZ9YLZM 
[5663] SET_BUY_TRIGGER,ojovZ9YLZM,BTO,44.62 
[5664] SET_BUY_TRIGGER,umhaEY4lil,RRC,27.30 
[5665] QUOTE,LwNQpkd8mr,HPK 
[5666] COMMIT_BUY,BqhMWgFe1n 
[5667] CANCEL_BUY,kul4JJSoHc 
[5668] DISPLAY_SUMMARY,LwNQpkd8mr 
[5669] CANCEL_SELL,sYJRWa0Mih 
[5670] QUOTE,umhaEY4lil,OXY 
[5671] SELL,kul4JJSoHc,SLI,303.33 
[5672] SET_SELL_AMOUNT,sYJRWa0Mih,PDS,81.67 
[5673] QUOTE,BqhMWgFe1n,DDS 
[5674] DISPLAY_SUMMARY,BqhMWgFe1n 
[5675] BUY,LwNQpkd8mr,HBB,439.54 
[5676] SET_SELL_TRIGGER,CqOb5G0hB4,NIO,395.40 
[5677] SELL,sYJRWa0Mih,HCC,106.34 
[5678] COMMIT_SELL,kul4JJSoHc 
[5679] CANCEL_SELL,umhaEY4lil 
[5680] COMMIT_BUY,jzi5Fg2GGS 
[5681] ADD,CqOb5G0hB4,73263.66 
[5682] COMMIT_BUY,LwNQpkd8mr 
[5683] ADD,umhaEY4lil,95264.42 
[5684] CANCEL_SET_BUY,BqhMWgFe1n,CPG 
[5685] CANCEL_BUY,xFrzsBbeiS 
[5686] SET_SELL_TRIGGER,kul4JJSoHc,RY,192.27 
[5687] COMMIT_SELL,kul4JJSoHc 
[5688] CANCEL_SELL,ojovZ9YLZM 
[5689] CANCEL_SET_SELL,jzi5Fg2GGS,LAC 
[5690] COMMIT_SELL,w69hSQMdyy 
[5691] SELL,xFrzsBbeiS,PDS,493.19 
[5692] COMMIT_BUY,ojovZ9YLZM 
[5693] COMMIT_SELL,xFrzsBbeiS 
[5694] ADD,BqhMWgFe1n,71792.92 
[5695] CANCEL_SET_SELL,xFrzsBbeiS,IPI 
[5696] SET_BUY_TRIGGER,BqhMWgFe1n,TRP,112.19 
[5697] QUOTE,LwNQpkd8mr,NIO 
[5698] CANCEL_SET_BUY,BqhMWgFe1n,ENB 
[5699] QUOTE,umhaEY4lil,BMO 
[5700] CANCEL_SET_SELL,LwNQpkd8mr,ALK 
[5701] ADD,LwNQpkd8mr,79760.01 
[5702] QUOTE,umhaEY4lil,INO 
[5703] QUOTE,BqhMWgFe1n,NIO 
[5704] BUY,BqhMWgFe1n,HPK,103.27 
[5705] BUY,LwNQpkd8mr,HBB,737.86 
[5706] DISPLAY_SUMMARY,ojovZ9YLZM 
[5707] BUY,jzi5Fg2GGS,VET,99.61 
[5708] COMMIT_BUY,LwNQpkd8mr 
[5709] COMMIT_SELL,sYJRWa0Mih 
[5710] COMMIT_BUY,BqhMWgFe1n 
[5711] DISPLAY_SUMMARY,kul4JJSoHc 
[5712] QUOTE,umhaEY4lil,LXU 
[5713] COMMIT_BUY,jzi5Fg2GGS 
[5714] CANCEL_BUY,umhaEY4lil 
[5715] SET_SELL_AMOUNT,sYJRWa0Mih,BTO,663.08 
[5716] DISPLAY_SUMMARY,BqhMWgFe1n 
[5717] BUY,sYJRWa0Mih,DIS,672.71 
[5718] CANCEL_BUY,umhaEY4lil 
[5719] COMMIT_BUY,sYJRWa0Mih 
[5720] COMMIT_BUY,w69hSQMdyy 
[5721] CANCEL_SET_BUY,umhaEY4lil,IPI 
[5722] SET_BUY_AMOUNT,BqhMWgFe1n,CLF,655.20 
[5723] CANCEL_SET_SELL,xFrzsBbeiS,GME 
[5724] SELL,jzi5Fg2GGS,RRC,275.82 
[5725] ADD,kul4JJSoHc,101200.91 
[5726] CANCEL_SET_BUY,xFrzsBbeiS,GME 
[5727] COMMIT_SELL,sYJRWa0Mih 
[5728] CANCEL_SET_SELL,kul4JJSoHc,CNR 
[5729] BUY,CqOb5G0hB4,AME,322.32 
[5730] DISPLAY_SUMMARY,kul4JJSoHc 
[5731] CANCEL_SELL,kul4JJSoHc 
[5732] CANCEL_SELL,CqOb5G0hB4 
[5733] COMMIT_SELL,CqOb5G0hB4 
[5734] BUY,umhaEY4lil,BRD,198.40 
[5735] ADD,ojovZ9YLZM,64911.63 
[5736] CANCEL_SET_BUY,BqhMWgFe1n,ENB 
[5737] SET_BUY_AMOUNT,xFrzsBbeiS,INO,208.83 
[5738] COMMIT_BUY,umhaEY4lil 
[5739] COMMIT_SELL,jzi5Fg2GGS 
[5740] BUY,xFrzsBbeiS,AC,213.84 
[5741] DISPLAY_SUMMARY,kul4JJSoHc 
[5742] ADD,BqhMWgFe1n,80951.69 
[5743] QUOTE,umhaEY4lil,XOM 
[5744] COMMIT_BUY,xFrzsBbeiS 
[5745] QUOTE,umhaEY4lil,ZIM 
[5746] COMMIT_SELL,xFrzsBbeiS 
[5747] CANCEL_SET_BUY,sYJRWa0Mih,AAT 
[5748] ADD,CqOb5G0hB4,74409.54 
[5749] QUOTE,BqhMWgFe1n,MVO 
[5750] QUOTE,ojovZ9YLZM,AMR 
[5751] BUY,CqOb5G0hB4,BTU,666.34 
[5752] QUOTE,w69hSQMdyy,FPH 
[5753] COMMIT_BUY,CqOb5G0hB4 
[5754] COMMIT_BUY,jzi5Fg2GGS 
[5755] ADD,LwNQpkd8mr,57263.37 
[5756] COMMIT_SELL,jzi5Fg2GGS 
[5757] DISPLAY_SUMMARY,xFrzsBbeiS 
[5758] SET_BUY_AMOUNT,w69hSQMdyy,HCC,432.24 
[5759] BUY,BqhMWgFe1n,CLF,712.82 
[5760] DISPLAY_SUMMARY,CqOb5G0hB4 
[5761] CANCEL_SET_SELL,xFrzsBbeiS,MVO 
[5762] BUY,umhaEY4lil,UAN,466.70 
[5763] SET_BUY_TRIGGER,w69hSQMdyy,LAC,397.66 
[5764] COMMIT_SELL,xFrzsBbeiS 
[5765] COMMIT_BUY,BqhMWgFe1n 
[5766] CANCEL_SELL,CqOb5G0hB4 
[5767] SET_BUY_AMOUNT,CqOb5G0hB4,AAL,229.20 
[5768] DISPLAY_SUMMARY,BqhMWgFe1n 
[5769] SET_BUY_TRIGGER,CqOb5G0hB4,CNQ,174.49 
[5770] QUOTE,w69hSQMdyy,MVO 
[5771] ADD,jzi5Fg2GGS,31992.12 
[5772] BUY,ojovZ9YLZM,RY,409.05 
[5773] CANCEL_BUY,sYJRWa0Mih 
[5774] SET_BUY_TRIGGER,w69hSQMdyy,ALK,183.59 
[5775] COMMIT_SELL,kul4JJSoHc 
[5776] ADD,CqOb5G0hB4,34315.88 
[5777] QUOTE,LwNQpkd8mr,CNQ 
[5778] COMMIT_BUY,umhaEY4lil 
[5779] SELL,xFrzsBbeiS,CNR,636.58 
[5780] CANCEL_BUY,sYJRWa0Mih 
[5781] SELL,BqhMWgFe1n,DIS,37.82 
[5782] COMMIT_SELL,xFrzsBbeiS 
[5783] ADD,xFrzsBbeiS,64805.86 
[5784] BUY,xFrzsBbeiS,AMD,446.85 
[5785] BUY,CqOb5G0hB4,CNR,476.20 
[5786] ADD,LwNQpkd8mr,60835.94 
[5787] QUOTE,umhaEY4lil,HCC 
[5788] SELL,sYJRWa0Mih,INO,668.00 
[5789] ADD,xFrzsBbeiS,63877.13 
[5790] DISPLAY_SUMMARY,kul4JJSoHc 
[5791] SELL,BqhMWgFe1n,SLI,265.03 
[5792] QUOTE,LwNQpkd8mr,TRP 
[5793] BUY,jzi5Fg2GGS,VET,498.85 
[5794] CANCEL_SET_SELL,umhaEY4lil,CVE 
[5795] CANCEL_BUY,ojovZ9YLZM 
[5796] COMMIT_BUY,sYJRWa0Mih 
[5797] CANCEL_SET_SELL,kul4JJSoHc,TRP 
[5798] SET_SELL_TRIGGER,BqhMWgFe1n,AMD,31.75 
[5799] SELL,sYJRWa0Mih,AMD,443.50 
[5800] SET_BUY_TRIGGER,jzi5Fg2GGS,CLF,117.17 
[5801] COMMIT_BUY,CqOb5G0hB4 
[5802] CANCEL_BUY,CqOb5G0hB4 
[5803] BUY,xFrzsBbeiS,BNS,286.53 
[5804] CANCEL_BUY,kul4JJSoHc 
[5805] DISPLAY_SUMMARY,BqhMWgFe1n 
[5806] DISPLAY_SUMMARY,w69hSQMdyy 
[5807] CANCEL_BUY,ojovZ9YLZM 
[5808] COMMIT_BUY,ojovZ9YLZM 
[5809] SELL,w69hSQMdyy,SU,204.02 
[5810] DISPLAY_SUMMARY,kul4JJSoHc 
[5811] QUOTE,BqhMWgFe1n,ALK 
[5812] SET_BUY_TRIGGER,LwNQpkd8mr,HPK,2.63 
[5813] DISPLAY_SUMMARY,CqOb5G0hB4 
[5814] CANCEL_BUY,ojovZ9YLZM 
[5815] CANCEL_BUY,kul4JJSoHc 
[5816] DISPLAY_SUMMARY,ojovZ9YLZM 
[5817] COMMIT_SELL,w69hSQMdyy 
[5818] CANCEL_SELL,kul4JJSoHc 
[5819] COMMIT_SELL,BqhMWgFe1n 
[5820] BUY,ojovZ9YLZM,SLI,572.28 
[5821] SET_SELL_AMOUNT,w69hSQMdyy,AMR,289.49 
[5822] SELL,LwNQpkd8mr,CPG,83.84 
[5823] CANCEL_SELL,CqOb5G0hB4 
[5824] SET_SELL_TRIGGER,w69hSQMdyy,AMR,207.46 
[5825] CANCEL_SET_SELL,umhaEY4lil,UAN 
[5826] DISPLAY_SUMMARY,BqhMWgFe1n 
[5827] CANCEL_SELL,BqhMWgFe1n 
[5828] BUY,sYJRWa0Mih,HCC,254.68 
[5829] CANCEL_SELL,LwNQpkd8mr 
[5830] CANCEL_BUY,BqhMWgFe1n 
[5831] QUOTE,umhaEY4lil,CLF 
[5832] CANCEL_BUY,LwNQpkd8mr 
[5833] CANCEL_BUY,ojovZ9YLZM 
[5834] QUOTE,jzi5Fg2GGS,DDS 
[5835] SELL,ojovZ9YLZM,CNR,609.44 
[5836] COMMIT_BUY,BqhMWgFe1n 
[5837] SET_BUY_TRIGGER,jzi5Fg2GGS,DVN,46.88 
[5838] ADD,jzi5Fg2GGS,48765.83 
[5839] SET_SELL_AMOUNT,BqhMWgFe1n,DIS,746.13 
[5840] DISPLAY_SUMMARY,BqhMWgFe1n 
[5841] ADD,kul4JJSoHc,73406.84 
[5842] COMMIT_BUY,sYJRWa0Mih 
[5843] SET_SELL_AMOUNT,ojovZ9YLZM,LAC,165.21 
[5844] COMMIT_BUY,w69hSQMdyy 
[5845] BUY,jzi5Fg2GGS,PFE,118.32 
[5846] COMMIT_BUY,xFrzsBbeiS 
[5847] CANCEL_SET_SELL,LwNQpkd8mr,NIO 
[5848] BUY,CqOb5G0hB4,CLF,458.86 
[5849] COMMIT_BUY,jzi5Fg2GGS 
[5850] QUOTE,kul4JJSoHc,ENB 
[5851] COMMIT_SELL,w69hSQMdyy 
[5852] SELL,BqhMWgFe1n,HCC,246.89 
[5853] SELL,xFrzsBbeiS,DDS,676.10 
[5854] BUY,kul4JJSoHc,TRP,322.59 
[5855] SET_SELL_TRIGGER,ojovZ9YLZM,LAC,84.70 
[5856] DISPLAY_SUMMARY,jzi5Fg2GGS 
[5857] CANCEL_SELL,w69hSQMdyy 
[5858] COMMIT_SELL,xFrzsBbeiS 
[5859] BUY,umhaEY4lil,CNQ,725.67 
[5860] COMMIT_BUY,CqOb5G0hB4 
[5861] SELL,CqOb5G0hB4,DIS,361.89 
[5862] SELL,jzi5Fg2GGS,AMD,718.16 
